,has_organizationID,has_name,has_description,has_addr:street,has_addr:housenumber,has_addr:postcode,has_municipality,has_fax,has_phone,has_email,has_website,has_socialNetwork,has_organizationType,has_category,has_hashtag,has_administrator,has_administratorRole,has_logo,has_foundationYear,has_administratorPhone,has_administratorAddress,has_fiscalCode
201,org_397,AVIS di Base di Villazzano OdV,AVIS di Base di Villazzano OdV si occupa della diffusione del messaggio sui corretti stili di vita al fine di diventare donatore di sangue e contribuire attraverso l'affiliazione e la fidelizzazione dei soci alla autosufficienza del sangue e di tutti i suoi derivati in tutta la nostra provincia.,Via della Villa,,38123,Trento,,3462137702,avisdibasevillazzano@aviscomunaletrento.it ,https://www.avistrentino.org/ ,https://it-it.facebook.com/avistrentino/ ,,Volontariato e solidarietà,,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/avis-di-base-di-villazzano-odv/5665153-2-ita-IT/AVIS-di-Base-di-Villazzano-OdV.jpg,2008,,,96036320222.0
202,org_1535,Associazione culturale L'Acqua che Balla,"""L'acqua che balla"" è un associazione che si occupa di femminile. Le nostre attività sono rivolte alle donne, dal menarca alla menopausa, e alle famiglie con un focus particolare sulla gravidanza, il parto ed il post parto. Il nostro team è formato da ostetriche, insegnanti di yoga, insegnanti di massaggio infantile, terapisti di craniosacrale e tecniche di massaggio, psicologi counselor  e altri professionisti che hanno a cuore la salute delle persone.", Via Carlo Dordi,20,38122,Trento,,338 8868249,info@acquacheballa.it,http://www.acquacheballa.it/ ,https://it-it.facebook.com/lacqua.cheballa ,,"Scienza e tecnologie
Medicina, salute e benessere",,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-culturale-l-acqua-che-balla/5684746-2-ita-IT/Associazione-culturale-L-Acqua-che-Balla.png,2008,,,1363010222.0
203,org_55591,Istituto di Psicosintesi - gruppo di Trento,Percorsi di crescita personale per il benessere. Attività di formazione a carattere esperienziale, Via Fratelli Bronzetti,,38122,Trento,,333 4583234,trento@psicosintesi.it,http://www.psicosintesi.it/ ,https://it-it.facebook.com/GruppoPsicosintesiTrento ,,Scienze sociali,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/istituto-di-psicosintesi-gruppo-di-trento/12140086-2-ita-IT/Istituto-di-Psicosintesi-gruppo-di-Trento.png,nan,,,80008630487.0
204,org_248,A.D. Arcobaleno Basket,"L'Associazione è attiva sul territorio dal 1995.Gli Istruttori Minibasket, abilitati F.I.P. in continuo aggiornamento con i loro Centri Minibasket Arcobaleno, intendono estendere il movimento del gioco-sport minibasket sul territorio della città di Trento e dei comuni limitrofi, collaborando con la Federazione Italiana Pallacanestro di Trento per quanto riguarda i programmi tecnici e le finalità educative.L'obiettivo dello Staff Arcobaleno Basket porta ad un fine comune per tutti, cioè quello di dare la possibilità ai bambini ed alle bambine con età dai 5 agli 11 anni di praticare attività motoria ""a misura di miniatleta"" ed in particolare il nostro gioco-sport senza alcuna pretesa agonistica che sarebbe negativa vista l'età dei partecipanti.I corsi di minibasket si svolgono su 7 palestre del comune di Trento (orari sul sito www.ArcobalenoBasket.com) Il minibasket come gioco-sport risponde appieno alle esigenze di crescita psicologica e fisiologica del bambino, rispettando e promovendo la sua creatività ed il suo bisogno di socializzare essendo un'attività di gruppo.I bambini passano in questo periodo, con gradualità e naturalezza, dal movimento al gioco come conseguenza logica ed istintiva dell'attività motoria; dai comuni passaggi e corsa con la palla, ai primi tiri a canestro, al gioco-sport del minibasket incentrato sul coinvolgimento di tutti i bambini che dialogando arrivano insieme a raggiungere il loro scopo: il canestro.Oltre alla normale attività di minibasket svolta da ottobre a maggio, la società animata da spirito di aggregazione, collabora anche durante l'anno in diverse proposte invernali ed estive: Trentino Camp, Camp al Mare, Sport Estate Insieme (settimane ludico-sportive).", Via 4 Novembre,,38121,Trento,,,info@arcobalenobasket.com,http://www.arcobalenobasket.com,,,"Sport
Pallacanestro",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.d.-arcobaleno-basket/5662276-3-ita-IT/A.D.-Arcobaleno-Basket.png,1995,,,1504530229.0
205,org_710,A. S. D. Club Ciclistico  Forti e Veloci,"La disciplina sportiva praticata è il CICLISMO; si esplicita tesserando atleti con età 7-12 anni (giovanissimi), 13-14 anni (allievi); tutti i ragazzi vengono seguiti in allenamento settimanalmente dai relativi Direttori Sportivi e, quindi, alla domenica, portati sui campi di gara (strada, pista, MTB, BMX ecc.). Sono dotati di biciclette da corsa, dal corredo sociale; prima dell'iscrizione vengono sottoposti a visita medica sportiva di abilitazione alla pratica agonistica; nella stagione invernale viene effettuata la preparazione in palestra.", Via del Travai,72,38122,Trento,,,info@ccfortieveloci.tn.it,http://www.ccfortieveloci.tn.it,,,"Sport
Ciclismo",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.-s.-d.-club-ciclistico-forti-e-veloci/7930689-4-ita-IT/A.-S.-D.-Club-Ciclistico-Forti-e-Veloci.png,2008,,,80017360225.0
206,org_1857,A.P.D. REN e centro Qwan Ki Do Shan Ying,"A.p.d. Rèn ha come proprio slogan: ""l'arte del corpo in armonia"" e propone a Trento e Cognola dal 1984 lo sviluppo dell'arte marziale Qwan Ki Do attraverso il centro Shan Ying. Affascinante metodo di kung fu vietnamita idoneo a bimbi, ragazzi ed adulti a partire dai 4 anni. Inoltre organizza corsi specifici di difesa personale, come attività parallele espressamente dedicate al benessere psico fisico, come Percorso Salute, Ren Fit, Sm System e Postural Walking.",,,38122,Trento,,3298355365,segreteria@apdren.it,http://www.apdren.it,http://www.facebook.com/apdrentrento,,"Intrattenimento - tempo libero
Sport
Arti marziali
Camminata nordica",,Cailotto Pier Giorgio,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.p.d.-ren-e-centro-qwan-ki-do-shan-ying/5690731-9-ita-IT/A.P.D.-REN-e-centro-Qwan-Ki-Do-Shan-Ying.jpg,1984,,,96092600228.0
207,org_411,A.S.D. Buonconsiglio Nuoto - Trento,"Settore Nuoto: Centro Sportivo ""Trento Nord"", via 4 Novembre 23/4, Gardolo - 38121 Trento; Orario: dal lunedì al venerdì dalle ore 16.30 alle ore 19.30Telefono: 0461/961625Settore Tuffi: Centro Sportivo ""Manazzon"", via Fogazzaro 4 - 38122 Trento; Orario: lunedì, mercoledì e venerdì dalle 16.30 alle 18.00Telefono: 0461/910464L'Associazione Sportiva Dilettantistica Buonconsiglio Nuoto è stata fondata l'11 novembre 1977 come una Società sportiva avente per finalità l'organizzazione e la cura dello Sport Natatorio per fini agonistici. Oltre al nuoto, la società dal 1984 svolge attività anche nel settore tuffi per il quale è riuscita a portare un'atleta, Francesca Dallapè, alle Olimpiadi di Pechino 2008 e di Londra 2012, alle finali dei Mondiali di Nuoto di Roma 2009, di Shanghai 2011 e Barcellona 2013.DISCIPLINE SPORTIVE. La società si occupa di organizzare attività di tipo acquatico, in specifico nuoto, tuffi, pallanuoto e acquagym. Per tutte le discipline organizza attività a livello agonistico e a livello amatoriale. Inoltre la società è affiliata alla Federazione Italiana Nuoto (FIN) ed è riconosciuta come Scuola di Nuoto Federale, pertanto sono regolarmente organizzate per tutte le discipline corsi a tutti i livelli e per tutte le età, corsi sia in piccoli gruppi che individuali, seguiti da istruttori con regolare brevetto federale. La società propone un tariffario agevolato per la partecipazione alle attività annuali a partire dal secondo figlio.",Via 4 Novembre,,38121,Trento,,,info@buonconsiglionuoto.it,http://www.buonconsiglionuoto.it,,,"Sport
Nuoto",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-buonconsiglio-nuoto-trento/5665363-5-ita-IT/A.S.D.-Buonconsiglio-Nuoto-Trento.png,2008,,,2025630225.0
208,org_233,Aquila Basket Trento 2013 S.d.r.l.,"Aquila Basket Trento è nata a Trento nel 1996: in quella stagione la società bianconera militava nel campionato di serie D e da allora, in 17 anni di attività, ha ottenuto diverse promozioni tanto che dalla stagione 2012/13 l'Aquila Basket disputa il secondo campionato nazionale, la LegaDue. Nel marzo 2013 l'Aquila Basket ha vinto la Coppa Italia di LegaDue. Nel palmares di Aquila Basket c'è anche una Coppa Italia di serie C (2005). Aquila Basket non è però solo prima squadra, infatti, la società trentina ha un ampio settore giovanile con squadre in tutte le categorie, con la punta di diamante del gruppo U19 che partecipa al campionato Nazionale di categoria. Aquila Basket ha anche un settore minibasket ad esso collegato che fa attività di base in diversi centri a Trento e dintorni. L'attività di Aquila Basket non si limita solo a quella sportiva: con Aquila Basket For No Profit è stata creata una rete di associazioni con cui la società bianconera costruisce progetti in favore delle fasce più deboli della comunità trentina.",Via Antonio Fogazzaro,,38122,Trento,,,segreteria@aquilabasket.it,http://www.aquilabasket.it,,,"Sport
Pallacanestro",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/aquila-basket-trento-2013-s.d.r.l/5662045-3-ita-IT/Aquila-Basket-Trento-2013-S.d.r.l.png,1996,,,2125690228.0
209,org_1912,A.S. Scuderia Trentina,"L'A.S. Scuderia Trentina è nata il 2 agosto 1951 su iniziativa di alcuni amici appassionati dei motori che hanno dato vita ad un nuovo ""Gruppo Sportivo"" dell'Automobile Club Trento, innestandosi in questa meravigliosa avventura iniziata il 5 luglio 1925 con l'edizione ""zero"" della ""Trento-Bondone"", alla quale parteciparono 16 moto, 2 bici a motore e 11 automobili. Nel 1958 la ""Trento-Bondone"" ottiene la titolazione europea che mantiene fino al 1981. Problemi di sicurezza fermano infatti la competizione negli anni dal 1982 al 1987.Nel 1982 la Scuderia Trentina, sganciandosi dall'ACI Trento, diventa giuridicamente autonoma. Nel 1983 organizza, in alternativa alla Trento-Bondone, la ""Levico-Vetriolopanarotta"" che continuerà sino al 2003 con validità (dal 1995 al 1999) di Coppa del Mondo Vetture Elettrosolari.Nel 1990 la ""Trento-Bondone"" assume la validità di Campionato Italiano, nel 2004 ottiene la titolazione europea per le auto storiche e nel 2006 anche quella prestigiosa per le auto moderne.Nel 2010, in occasione della 60^ edizione della Trento-Bondone, la Scuderia Trentina organizza, su incarico della FIA, la premiazione finale delle 12 gare di Campionato Europeo della Montagna.Tutti i Presidenti della Scuderia che si sono succeduti nell'arco degli anni hanno lasciato la loro impronta: da Massimiliano Zini a Mariano Lubich, da Rinaldo Giovannini a Gianni De Gaspari, da Paolo Colombo a Giancarlo Gardumi e, nel nuovo corso, da Adriano Ciola a Giorgio Sala, da Enrico Zobele fino all'attuale Fiorenzo Dalmeri.In particolare l'associazione organizza:- la Gara di velocità in salita riservata a sole autovetture (Storiche, Moderne e Scaduta omologazione) su strada chiusa al traffico, sotto l'egida della FIA (Federazione Internazionale dell'Automobile) e di ACI-CSAI (Organismo sportivo dell'ACI): ""Trento-Bondone"" &ndash; km. 17,300 sulla S.P. n. 85 del Monte Bondone- la Gara di abilità automobilistica riservata a sole autovetture, su strada chiusa al traffico con regolamentazione ACI-CSAI: ""Slalom 7 tornanti"" &ndash; km. 2,900 &ndash; S.P. n. 85 del Monte Bondone (tra Sardagna e Candriai).", Via Rienza,,38121,Trento,,,segreteria@scuderiatrentina.it    ,http://www.scuderiatrentina.it,,,Sport,,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.-scuderia-trentina/5691823-5-ita-IT/A.S.-Scuderia-Trentina.png,2008,,,862630225.0
210,org_63765, Associazione culturale per l'Innovazione e la Diffusione delle Idee,"L’associazione svolge attività legate al mondo TED, con un grande evento annuale dedicato all’innovazione, a nuovi progetti, nuove ricerche in atto ed attività minori sempre legate al mondo TED con analisi di situazioni e fenomeni sociali, ambientali, economici e tecnologici.",Via Sommarive,,38123,Trento,,328 1507278,info@tedxtrento.com,http://tedxtrento.com/,https://facebook.com/TedxTrento/    ,,"Ambiente e territorio
Scienze sociali
Sociologia",,Mirta Alberti,Legale rappresentante dell'Associazione,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-culturale-per-l-innovazione-e-la-diffusione-delle-idee/12151792-1-ita-IT/Associazione-culturale-per-l-Innovazione-e-la-Diffusione-delle-Idee.jpg,2015,,,2481130223.0
211,org_34307,Circolo San Vigilio Mattarello,Associazione di promozione sociale dedicata alla popolazione di Mattarello,,,38123,Trento,,0461 945880,circolopensionatimattarello@gmail.com,,,,Intrattenimento - tempo libero,,,,,2020,,,96036500229.0
212,org_3977,Associazione Multiversoteatro,"Multiversoteatro nasce nel 2009, fondato da Michela Embrìaco, attrice, regista, insegnante di teatro e teatroterapeuta. I nostri spettacoli parlano soprattutto del ruolo della donna nella storia e nella società contemporanea.  Multiversoteatro organizza corsi e seminari di teatro e teatroterapia, collabora con enti e onlus.",Via di San Fabiano,,38121,Trento,,328 8497693,info@multiversoteatro.org,https://www.multiversoteatro.org/,https://it-it.facebook.com/multiversoteatro,,Teatro,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-multiversoteatro/5699761-4-ita-IT/Associazione-Multiversoteatro.jpg,2009,,,2140720224.0
213,org_1406,Gruppo Trentino di Volontariato Onlus (GTV) ,"GTV è una ong che opera nell'ambito della cooperazione internazionale e dell'educazione alla cittadinanza globale. La sua mission è mettere in relazione la comunità trentina con le comunità del Sud Est Asiatico per sviluppare capacità e scambiare esperienze con particolare attenzione ai diritti dei soggetti vulnerabili come bambini, donne e minoranze. GTV intende l'autosviluppo delle comunità come antidoto allo sfruttamento.",,,38122,Trento,,0461917395,info@gtvonline.org,http://www.gtvonline.org,https://it-it.facebook.com/gruppotrentinovolontariato/,Volontariato e solidarietà,"Volontariato e solidarietà
Cooperazione",,Laura Paternoster,Presidente,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/gruppo-trentino-di-volontariato-onlus-gtv/5271751-2-ita-IT/Gruppo-Trentino-di-Volontariato-Onlus-GTV.png,2008,,,1662170222.0
214,org_442,Associazione Nazionale Carabinieri - Gen. Michele de Finis ,"L'Associazione si propone di:- promuovere la solidarietà tra i militari in servizio e in congedo- mantenere vive le tradizioni dell'Arma e la memoria dei suoi caduti- realizzare, nei limiti delle possibilità, l'assistenza morale, culturale, ricreativa ed economica a favore degli iscritti e delle loro famiglie- promuovere e partecipare ad attività di volontariato per il conseguimento di finalità assistenziali, sociali e culturali.",Viale dei Tigli,,38123,Trento,0461392447,0461392447,anctrento@gmail.com,,,,Volontariato e solidarietà,,Silvano Fedi,Presidente,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-nazionale-carabinieri-gen.-michele-de-finis/6487070-2-ita-IT/Associazione-Nazionale-Carabinieri-Gen.-Michele-de-Finis.jpg,2008,,,96054710221.0
215,org_32707,Associazione House of Boxing,"La nostra associazione si occupa di promuovere la cultura del Pugilato, promuoverne i nobili principi e gli ideali. Offriamo oltre ai corsi sportivi uno spazio di aggregazione giovanile, un servizio di aiuto compiti per i nostri atleti, mental coaching sportivo e non. Organizziamo inoltre eventi con esperti, orientati al confronto su tematiche/problematiche che riguardano i giovani sia in ambito sportivo che in ambito di crescita personale.Le attività di svolgono in via Untervegher 78",Via alle Sette Fontane,,38123,Trento,,3921321977,,,https://www.facebook.com/HouseofBoxing ,,Sport,,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-house-of-boxing/12434567-1-ita-IT/Associazione-House-of-Boxing.png,2020,,,2590860223.0
216,org_2231,Associazione Lucilla May,"L'Associazione Lucilla May, nata nel 2006, collabora con numerosi artisti, gruppi e realtà culturali locali e non; si occupa della promozione musicale di qualità cercando sempre nuove forme di diffusione anche attraverso la sinergia con forme d'arte affini (poesia, teatro, ecc.). Ha al suo attivo più di 10 rassegne e numerosi eventi.",,,38122,Trento,0461238445, 3312913591,lucillamay@gmail.com,www.barbarabertoldi.it/associazione-lucilla-may/,www.facebook.com/ass.lucillamay/,,Musica,,Barbara Bertoldi,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-lucilla-may/5270211-7-ita-IT/Associazione-Lucilla-May.jpg,2008,,VIALE N. BOLOGNINI 34 - 38122 - Trento,96073200220.0
217,org_72863,Coro filarmonico trentino APS,"Il Coro Filarmonico Trentino - costituito  nel 2007 e diretto dal M° Sandro Filippi - svolge una intensa attività concertistica impegnando un organico variabile tra le 24 e 32 unità in repertori sia sacri che profani. Numerose e qualificate le sue collaborazioni a livello locale, nazionale e internazionale. ",Via per Villamontagna,,38121,Trento,, 347 5308211,info@corofilarmonicotrentino.it,http://www.corofilarmonicotrentino.it/,https://www.facebook.com/corofilarmonicotrentino/,,"Musica
Corale",,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/coro-filarmonico-trentino-aps/11670728-5-ita-IT/Coro-filarmonico-trentino-APS.jpg,2007,,,96079680227.0
218,org_1805,Federazione Pescatori Trentini - FPT,"Coordinamento tra le varie associazioni dilettantistiche di pesca trentine, aderenti alla federazione",Via del Ponte,,38123,Trento,0461395763,0461930093,info@fpt.tn.it,http://www.fpt.tn.it/,,,Sport,,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/federazione-pescatori-trentini-fpt/9116194-2-ita-IT/Federazione-Pescatori-Trentini-FPT.jpg,2008,,,96086420229.0
219,org_98418,Associazione culturale cucito & ricamo,"L'Associazione culturale “Cucito e Ricamo” di Trento ha carattere prevalentemente volontario senza finalità di lucro. Il suo compito è quello di promuovere attività culturali, artistiche e ricreative, cercando il più possibile di divulgare e salvaguardare antiche arti manuali di ricamo, cucito, merletto, uncinetto, maglia, bijoux e, in genere, prodotti artigianali realizzati a mano. Le lezioni si svolgono tutti i giorni, organizzate dalla mattina fino a tardo pomeriggio.", Via Giacomo Matteotti,39,38122,Trento,,3397104901,ass.cucitoericamo@gmail.com,,https://www.facebook.com/bona.piras,,Arte,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-culturale-cucito-ricamo/12676799-2-ita-IT/Associazione-culturale-cucito-ricamo.jpg,2021,,,96103810220.0
220,org_5993,Consorzio Associazioni con il Mozambico onlus - cam, Cam,,,38121,Trento,,0461232401,cam@trentinomozambico.org,https://www.trentinomozambico.org/ ,https://www.facebook.com/camtrentinomozambico/ ,,"Volontariato e solidarietà
Cooperazione",,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/consorzio-associazioni-con-il-mozambico-onlus-cam/5271851-5-ita-IT/Consorzio-Associazioni-con-il-Mozambico-onlus-cam.png,2008,,,1810670222.0
221,org_85891,Banca del Tempo Etico APS,"La Banca del Tempo Etico APS è una associazione di mutuo aiuto che utilizza il tempo come moneta di scambio nella ""reciprocità"". Si possono scambiare servizi, cose e prodotti, ma anche saperi, cultura e conoscenze. Gli scambi avvengono tramite un sistema informatico dedicato in Telegram: @BancaTempoBot. L'accesso è libero e gratuito.",Via Sabbioni,,38123,Povo - Trento,,3397935708,bancatempoetico@gmail.com,http://www.banchetempo.tn.it/,,,Volontariato e solidarietà,banca;tempo,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/banca-del-tempo-etico-aps/12005136-1-ita-IT/Banca-del-Tempo-Etico-APS.jpg,2019,,,96080870221.0
222,org_94585,Al-Anon - Gruppi auto-aiuto per familiari di bevitori problematici,"L'Associazione Al-Anon, per familiari ed amici di bevitori problematici, ha lo scopo di aiutare chi soffre per la convivenza con persone per cui il consumo di alcol è diventato un problema, condividendo il percorso di recupero dallo stato di incertezza, ansia, paura,m vergogna e solitudine attraverso il programma dei dodici passi adattati da Alcolisti Anonimi e le esperienze di chi vive o ha vissuto gli stessi problemi.È garantito l'anonimato delle persone e non ci sono quote da pagare.L'unica condizione richiesta per essere membri è di avere un parente o un amico per cui l'alcol è un problema.",Via alla Formigheta,,38121,Trento,,800 087 897 (per avere contatti locali),relazioni.alanon.tnaa@gmail.com,http://www.al-anon.it,,,"Volontariato e solidarietà
Assistenza",alcolismo,,,,2008,,,97007630581.0
223,org_676,Circolo  associativo S. Donà - Aps - Trento,"Il circolo persegue senza scopo di lucro, finalità civiche, solidaristiche e di utilità sociale, attraverso l'esercizio in via esclusiva o principale, di una o più attività di interesse generale in favore dei propri associati, dei loro famigliari o terzi.", Via dei Giardini,,38122,Trento,,0461986707,circoloanzianisandona@gmail.com,,,,Intrattenimento - tempo libero,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/circolo-associativo-s.-dona-aps-trento/5670109-2-ita-IT/Circolo-associativo-S.-Dona-Aps-Trento.jpg,2008,,,96006160228.0
224,org_68349,Alternart,"Alternart è l'associazione che gestisce la sede trentina della Scuola di Artiterapie Artedo che comprende danza movimento terapia, musicoterapia, teatroterapia e arteterapia. Inoltre organizza workshop ed eventi di vario tipo sempre nell'ambito artistico. Disponibile a collaborare e fare rete, sempre aperti a nuove proposte.
Nuova sede operativa:
Centro ""Da zero a infinito""Via Giuseppe Garibaldi, 1 - 38015 Lavis (Tn)", Via Don Leone Serafini,44,38121,Trento,,348 5303690,artedo.trento@alternart.it,http://www.alternart.it,https://www.facebook.com/artedotrento/,,"Arte
Danza
Musica
Teatro",,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/alternart/11863457-1-ita-IT/ALTERNART.png,2015,,,96108190222.0
225,org_38375,Associazione culturale KIBO,"Promuovere la crescita personale dei propri associati e una completa formazione umana e sociale, con particolare riguardo al campo del benessere personale e del contatto con la natura.L'Associaizone culturale ha come oggetto le seguenti attività: relazionali, culturali, di formazione, di aggiornamento, ludico-ricreativa e per il benessere psico-fisico, in ambito sociale, in ambito ambientale, di solidarietà.",Via Giovanni Falcone,,38123,Trento,,,info@ki-bo.it,https://www.ki-bo.it/ ,,,Volontariato e solidarietà,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/associazione-culturale-kibo/12786498-3-ita-IT/Associazione-culturale-KIBO.jpg,2008,,,96113870222.0
226,org_67284,"Il Gruppo, associazione culturale","L'Associazione culturale ""Il Gruppo"" si costituisce a Roncafort nel 1987. Nei primi anni l'attività è prevalentemente ricreativa, volta alla riscoperta delle vecchie tradizioni popolari e alla difesa del territorio, centro di zone commerciali senza strutture sociali dove recuperare un'identità comunitaria. Nel corso degli anni Il Gruppo dedica particolare attenzione al disagio sociale, alla cultura della pace, alla salvaguardia dell'ambiente e al tentativo di recupero della periferia nord di Trento, diventata ormai quartiere dormitorio, come luogo dove vivere, socializzare, costruire rapporti sociali.Dopo alcuni mesi di riflessione in seguito al risultato del referendum sull'inceneritore contro il quale l'associazione si era fortemente opposta, Il Gruppo ha deciso di continuare a portare avanti gli ideali che lo hanno contraddistinto nel tempo: pace, ambiente, iniziative volte all'aggregazione degli abitanti della periferia. In particolare considerando la nuova realtà territoriale per la quale sono presenti un gran numero di stranieri con conseguenti grandi difficoltà di integrazione, si sta provando ad effettuare incontri fra culture diverse.Il Gruppo inoltre si sta dedicando anche ad eventi rivolti agli adolescenti come tentativo di creare momenti di incontro per i giovani che in questo quartiere non hanno strutture a loro disposizione. Il tema della pace rimane sempre prioritario con iniziative che portano alla raccolta di fondi per quanti vivono sotto la soglia della povertà.", Via Caproni,,38121,Trento,,339 7242285,il_gruppo_roncafort@yahoo.it,http://www.ilgrupporoncafort.org/ ,https://www.facebook.com/groups/396494783852905 ,,Ambiente e territorio,,Anna Mussi,Presidente,,1987,,,96019140225.0
227,org_924,Coro alpino trentino di Gardolo,"Associazione corale, costituita nel 1967, iscritta alla Federazione cori del TrentinoAttività di canto popolare", Piazzale Lionello Groff,,38121,Trento,,339 4376230,info@coroalpinotrentino.it,https://www.coroalpinotrentino.it/ ,https://it-it.facebook.com/coroalpinotrentino ,,"Musica
Corale",,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/coro-alpino-trentino-di-gardolo/5273358-2-ita-IT/Coro-Alpino-Trentino-di-Gardolo.jpg,1967,,,96008890228.0
228,org_1863,Rari Nantes Trento,Associazione polisportiva dilettantistica ,Via Angelo Bettini,,38123,Trento,,,,http://www.rarinantes.it,,,"Sport
Nuoto",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/rari-nantes-trento/5690857-2-ita-IT/Rari-Nantes-Trento.jpg,1930,,,1479820225.0
229,org_3060,A.S.D. Budō no michi,"
L’associazione, creata dall’Istruttore Daniel Insam, nasce in ricordo del M. Giuliano Boschetti, che è stato suo Maestro per 11 anni e lo ha portato a conseguire il grado di 2° Dan e la qualifica di Istruttore di Yoseikan Budo, ed il 1° Dan e la qualifica di Allenatore di Kick Boxing.L’associazione ha come obiettivo quello di portare gli allievi adulti sul Budō no michi (Cammino delle arti marziali), ma non dimentica i più piccoli, per i quali viene creato un percorso personalizzato con lo scopo di muoversi divertendosi, senza tralasciare la via marziale. L'associazione collabora con alcune scuole primarie del Comune di Trento, alle quali propone piccole basi di Kick Boxing e Yoseikan Budo.L'associazione offre l'insegnamento delle arti marziali quali Kick Boxing e Yoseikan Budo, con percorsi motori personalizzati a partire dai 5 anni di età, studiati per l'apprendimento dei movimenti di base e all'avviamento allo sport. Per i più grandi, di 10/15 anni, vengono proposti percorsi di tipo agonistico con la possibilità di partecipare a competizioni. Per gli adulti vengono proposti dei percorsi in cui viene approfondito il tema della difesa personale che passo dopo passo porta alla via marziale.", Via Brigata Acqui,,38123,Trento,,3515221532,asdbudonomichi@gmail.com,,https://www.facebook.com/kickboxing.yoseikanbudo,,"Intrattenimento - tempo libero
Sport
Arti marziali",,Daniel Insam,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-budo-no-michi/12299914-1-ita-IT/A.S.D.-Budo-no-michi.png,2020,,,96111740229.0
230,org_1929,Scuola Musicale Il Diapason s.c.,"La Scuola Musicale Il Diapason è una giovane società cooperativa, nata nel 1989, attiva nell'ambito della formazione musicale, dell'editoria (dal 2003 è presente in Provincia di Trento con un proprio marchio editoriale) e dell'attività artistica (suo è il marchio Il Diapason Ensemble) che opera principalmente sui territori comunali di Trento, Lavis, Zambana, Mezzocora e Aldeno.",Via Vittorio Veneto,,38122,Trento,04611975204,04611975204,ildiapason@ildiapason.com,https://ildiapason.com/contatti/,,,Musica,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/scuola-musicale-il-diapason-s.c/5692138-2-ita-IT/Scuola-Musicale-Il-Diapason-s.c.jpg,1989,,,1241560224.0
231,org_33315,G.A.D. Città di Trento,"Storica compagnia cittadina dedita al teatro amatoriale, fondata nel 1946 da Mario Roat ed altri.Dal 1979 la direzione è affidata ad Alberto Uez e l'attiivtà si indirizza verso due filoni culturali: il teatro comico nei secoli e la presentazione di una drammaturgia del '900 significativa, con un contributo anche al teatro dialettale trentino.",,,38123,Trento,,3205398991,gadtrento@tiscali.it,http://www.gadtrento.it/,https://www.facebook.com/gadcittaditrento/ ,,Teatro,,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/g.a.d.-citta-di-trento/12868803-1-ita-IT/G.A.D.-Citta-di-Trento.jpg,1946,,,80017570229.0
