,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 1),VALORE NUMERO1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 2),VALORE NUMERO1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 2),VALORE DECIMALE3 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 3),VALORE DECIMALE3 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 4),VALORE NUMERO1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 4),VALORE DECIMALE3 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 5),VALORE NUMERO1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 6),VALORE NUMERO1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 7),VALORE NUMERO1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 7),VALORE DECIMALE2 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 8),VALORE NUMERO1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 8),VALORE DECIMALE2 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 9),VALORE NUMERO1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 9),VALORE DECIMALE2 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 10),VALORE NUMERO1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 10),VALORE DECIMALE2 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 11),VALORE NUMERO1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 11),VALORE DECIMALE2 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 12),VALORE NUMERO1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 12),VALORE DECIMALE2 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 13),VALORE STRINGA1 (ACCESSIBILITA' 13),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 13),VALORE NUMERO1 (ACCESSIBILITA' 13),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 13),VALORE DECIMALE1 (ACCESSIBILITA' 13),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 13),VALORE DECIMALE2 (ACCESSIBILITA' 13),DESCRIZIONE ACCESSIBILITA' 14,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 14),VALORE STRINGA1 (ACCESSIBILITA' 14),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 14),VALORE NUMERO1 (ACCESSIBILITA' 14),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 14),VALORE DECIMALE1 (ACCESSIBILITA' 14),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 14),VALORE DECIMALE2 (ACCESSIBILITA' 14),DESCRIZIONE ACCESSIBILITA' 15,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 15),VALORE STRINGA1 (ACCESSIBILITA' 15),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 15),VALORE DECIMALE1 (ACCESSIBILITA' 15),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 15),VALORE DECIMALE2 (ACCESSIBILITA' 15),DESCRIZIONE ACCESSIBILITA' 16,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 16),VALORE STRINGA1 (ACCESSIBILITA' 16),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 16),VALORE DECIMALE1 (ACCESSIBILITA' 16),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 16),VALORE DECIMALE2 (ACCESSIBILITA' 16),DESCRIZIONE ACCESSIBILITA' 17,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 17),VALORE STRINGA1 (ACCESSIBILITA' 17),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 17),VALORE DECIMALE1 (ACCESSIBILITA' 17),DESCRIZIONE ACCESSIBILITA' 18,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 18),VALORE STRINGA1 (ACCESSIBILITA' 18),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 18),VALORE DECIMALE1 (ACCESSIBILITA' 18)
10,780,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,200.0,Profondità in cm.,210.0,Altezza wc in cm.,49.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,97.0,Forza necessaria per aprirla in kg.,1.0,,,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,90.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,104.0,Distanza fra porta e controporta in cm.,0.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,282,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,170.0,Profondità in cm.,315.0,Altezza wc in cm.,0.0,Percorribilita interna - gradini,Esistenza [Si/No],Si,Numero gradini,24.0,Altezza da terra in cm.,18.0,,,,,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,113.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,2.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,78.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Via S. Martino,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,15.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,302,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,140.0,Profondità in cm.,296.0,Altezza wc in cm.,0.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,120.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,3.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,92.0,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Via Trener,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,15.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,6.0,Altezza da terra in cm.,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,298,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,106.0,Altezza da terra pulsantiera interna in cm.,100.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,67.0,Profondita in cm.,100.0,Apertura porta in cm.,67.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,92.0,Forza necessaria per aprirla in kg.,3.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Largo Nazario Sauro,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,15.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,8.0,Lunghezza in cm.,240.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,284,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,125.0,Profondità in cm.,190.0,Altezza wc in cm.,0.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,93.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,102.0,Forza necessaria per aprirla in kg.,1.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,90.0,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Via Benevoli,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,4.0,,,Ingresso - servoscala,Esistenza [Si/No],Si,,,Larghezza in cm.,72.5,Profondità in cm.,93.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,130.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,11.0,Altezza da terra in cm.,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,285,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,88.0,Forza necessaria per aprirla in kg.,0.5,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,92.0,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Via San Pio X,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,25.0,,,Ingresso - servoscala,Esistenza [Si/No],Si,,,Larghezza in cm.,83.0,Profondità in cm.,118.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,5.0,Altezza da terra in cm.,30.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,133.0,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,140.0,Profondità in cm.,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,221,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,168.0,Distanza fra porta e controporta in cm.,262.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,0.5,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA SILVIO PELLICO,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,20.0,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,17.5,Lunghezza in cm.,39.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,109.0,,,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,222,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,125.0,Altezza da terra pulsantiera interna in cm.,135.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,92.0,Profondita in cm.,129.0,Apertura porta in cm.,80.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,80.4,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.5,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA SILVIO PELLICO,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,10.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,5.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1509,Servizi igienici - bagno - lavabo fisso,,,,,Altezza lavabo,80.0,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,70.0,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],No,,,,,,,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,211.0,Profondità in cm.,180.0,Altezza wc in cm.,40.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,91.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,107.0,Forza necessaria per aprirla in kg.,3.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],No,,,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,153.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA PERINI,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,291,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,180.0,Profondità in cm.,180.0,Altezza wc in cm.,0.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,97.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,2.0,,,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],No,,,,,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,,,Altezza da terra in cm.,135.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],No,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SIGHELE,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,50.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,694,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,115.0,Altezza da terra pulsantiera interna in cm.,113.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,138.0,Profondita in cm.,141.0,Apertura porta in cm.,89.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,124.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,107.0,Forza necessaria per aprirla in kg.,3.0,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,,,Larghezza in cm.,89.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],No,,,,,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,219.0,Profondità in cm.,186.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],No,,,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,7.0,Lunghezza in cm.,470.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA BRONZETTI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,20.0,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,112.0,,,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,87.0,,,,,,,,,,,,
21,286,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],No,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,120.0,Altezza da terra pulsantiera interna in cm.,133.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,119.0,Profondita in cm.,103.0,Apertura porta in cm.,80.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,126.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,104.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Via al Torrione,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,50.0,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,10.0,Lunghezza in cm.,1400.0,Servizi igienici - bagno - lavabo fisso,,,,,Altezza lavabo,73.0,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,90.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,216.0,Profondità in cm.,190.0,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,90.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,157.0,Profondita in cm.,562.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],No,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,163.0
