,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE ACCESSIBILITA' 14
79,883,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,98.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,105.0,Forza necessaria per aprirla in kg.,3.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,100.0,Altezza da terra pulsantiera interna in cm.,130.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,110.0,Profondita in cm.,140.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,135.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA LEONI,Distanza dall'ingresso in metri,70.0,,,,,,,,,,,,,,,,,,,,,,
80,893,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,98.5,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,850,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,106.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,20.0,Lunghezza in cm.,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,897,Percorribilita interna - gradini,Esistenza [Si/No],Si,Altezza da terra in cm.,16.0,,,,,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,84.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,106.0,Forza necessaria per aprirla in kg.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,839,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,97.0,Distanza fra porta e controporta in cm.,0.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,14.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,881,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,95.0,Forza necessaria per aprirla in kg.,1.0,Ingresso - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,108.0,Altezza da terra pulsantiera interna in cm.,130.0,Ingresso - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,94.0,Profondità in cm.,130.0,Ingresso - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,937,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,209.0,Profondità in cm.,155.0,Altezza wc in cm.,49.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,145.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,4.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,77.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,80.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,214.0,,,,,,,,,,,,
86,1080,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,100.0,Altezza da terra pulsantiera interna in cm.,100.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,140.0,Profondita in cm.,150.0,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,253.0,Profondità in cm.,156.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,110.0,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,90.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica scorrevole,Altezza maniglia da terra in cm.,0.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,280.0,Servizi igienici - bagno - specchio regolabile,
87,1111,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,100.0,Altezza da terra pulsantiera interna in cm.,100.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,Dislivello in percentuale,6.0,Lunghezza in cm.,400.0,Ingresso: campanello raggiungibile in sedia a rotelle,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,100.0,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,110.0,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,180.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,80.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno - porta,Porta d'entrata - caratteristiche
88,1090,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,76.0,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,120.0,Altezza da terra pulsantiera interna in cm.,110.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,209.0,Profondità in cm.,176.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,16.0,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,146.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,110.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,86.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA DELLE FOSSE,Distanza dall'ingresso in metri,13.0,Porta d'entrata - caratteristiche,Porta d'entrata - apertura
89,943,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,234.0,Profondità in cm.,165.0,Altezza wc in cm.,50.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,115.0,Altezza da terra pulsantiera interna in cm.,135.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,110.0,Profondita in cm.,140.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,125.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,3.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,90.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Ingresso - campanello e/o citofono,Esistenza [Si/No],Si,Altezza da terra in cm.,140.0,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,90.0,Servizi igienici - bagno - lavabo fisso,Servizi igienici - bagno - specchio regolabile
90,928,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,216.0,Profondità in cm.,164.0,Altezza wc in cm.,49.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,110.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno ed esterno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,4.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,85.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,80.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,114.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,20.0,,,,,,,
91,898,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,88.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,14.4,Lunghezza in cm.,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,829,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,96.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,114.0,Forza necessaria per aprirla in kg.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,830,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.5,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIALE DANTE,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,831,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.5,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,31.7,Lunghezza in cm.,31.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,886,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,213.0,Profondità in cm.,191.0,Altezza wc in cm.,48.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,110.0,Altezza da terra pulsantiera interna in cm.,123.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,Larghezza in cm.,138.0,Profondita in cm.,151.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,134.5,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],No,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,Larghezza in cm.,88.0,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO BETTINI,Distanza dall'ingresso in metri,55.0,,
96,873,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,Altezza da terra pulsantiera esterna in cm.,121.0,Altezza da terra pulsantiera interna in cm.,131.0,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,0.0,Profondita in cm.,0.0,Percorribilita interna - rampa/scivolo,Esistenza [Si/No],Si,Pendenza in percentuale,17.0,Lunghezza in cm.,260.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,129.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,Altezza maniglia da terra in cm.,92.0,Forza necessaria per aprirla in kg.,2.5,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Scorrevole,Larghezza in cm.,82.0,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato accostamento,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,Servizi igienici - bagno ,Ingresso - campanello e/o citofono
97,838,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,83.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,117.0,Forza necessaria per aprirla in kg.,1.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,867,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,88.5,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,2.5,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,10.6,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,910,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,115.0,Profondità in cm.,102.0,Altezza wc in cm.,42.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,94.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,95.0,Forza necessaria per aprirla in kg.,1.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,58.0,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,61.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,119.0,Profondita in cm.,98.0,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Altezza da terra in cm.,5.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,79.0,,,,,,,,,,,,,,,,,,,,,,
100,844,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,80.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA TARTAROTTI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,930,Servizi igienici - bagno ,Esistenza [Si/No],Si,Larghezza in cm.,121.0,Profondità in cm.,159.0,Altezza wc in cm.,40.0,Porta d'entrata - caratteristiche,,,Larghezza porta in cm.,95.0,Distanza fra porta e controporta in cm.,0.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,70.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,Larghezza in cm.,142.0,Profondita in cm.,257.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,87.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,Altezza maniglia da terra in cm.,93.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,CORSO ROSMINI,Distanza dall'ingresso in metri,30.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,Larghezza in cm.,70.0,,,,,,,,,,,,,,,,,
